psd_1,psd_2,psd_3,psd_4,psd_5,psd_6,psd_7,psd_8,psd_9,psd_10,psd_11,psd_12,psd_13,psd_14,hjorthc_1,hjorthc_2,hjorthc_3,hjorthc_4,hjorthc_5,hjorthc_6,hjorthc_7,hjorthc_8,hjorthc_9,hjorthc_10,hjorthc_11,hjorthc_12,hjorthc_13,hjorthc_14,hjorthc_15,hjorthc_16,hjorthc_17,hjorthc_18,hjorthc_19,hjorthc_20,hjorthc_21,hjorthc_22,hjorthc_23,hjorthc_24,hjorthc_25,hjorthc_26,hjorthc_27,hjorthc_28,hjorthc_29,hjorthc_30,hjorthc_31,hjorthc_32,hjorthc_33,hjorthc_34,hjorthc_35,hjorthc_36,hjorthc_37,hjorthc_38,hjorthc_39,hjorthc_40,hjorthm_1,hjorthm_2,hjorthm_3,hjorthm_4,hjorthm_5,hjorthm_6,hjorthm_7,hjorthm_8,hjorthm_9,hjorthm_10,hjorthm_11,hjorthm_12,hjorthm_13,hjorthm_14,hjorthm_15,hjorthm_16,hjorthm_17,hjorthm_18,hjorthm_19,hjorthm_20,hjorthm_21,hjorthm_22,hjorthm_23,hjorthm_24,hjorthm_25,hjorthm_26,hjorthm_27,hjorthm_28,hjorthm_29,hjorthm_30,hjorthm_31,hjorthm_32,hjorthm_33,hjorthm_34,hjorthm_35,hjorthm_36,hjorthm_37,hjorthm_38,hjorthm_39,hjorthm_40,hurst_1,hurst_2,hurst_3,hurst_4,hurst_5,hurst_6,hurst_7,hurst_8,hurst_9,hurst_10,hurst_11,hurst_12,hurst_13,hurst_14,hurst_15,hurst_16,hurst_17,hurst_18,hurst_19,hurst_20,hurst_21,hurst_22,hurst_23,hurst_24,hurst_25,hurst_26,hurst_27,hurst_28,hurst_29,hurst_30,hurst_31,hurst_32,hurst_33,hurst_34,hurst_35,hurst_36,hurst_37,hurst_38,hurst_39,hurst_40,fisher_1,fisher_2,fisher_3,fisher_4,fisher_5,fisher_6,fisher_7,fisher_8,fisher_9,fisher_10,fisher_11,fisher_12,fisher_13,fisher_14,fisher_15,fisher_16,fisher_17,fisher_18,fisher_19,fisher_20,fisher_21,fisher_22,fisher_23,fisher_24,fisher_25,fisher_26,fisher_27,fisher_28,fisher_29,fisher_30,fisher_31,fisher_32,fisher_33,fisher_34,fisher_35,fisher_36,fisher_37,fisher_38,fisher_39,fisher_40,hfd_1,hfd_2,hfd_3,hfd_4,hfd_5,hfd_6,hfd_7,hfd_8,hfd_9,hfd_10,hfd_11,hfd_12,hfd_13,hfd_14,hfd_15,hfd_16,hfd_17,hfd_18,hfd_19,hfd_20,hfd_21,hfd_22,hfd_23,hfd_24,hfd_25,hfd_26,hfd_27,hfd_28,hfd_29,hfd_30,hfd_31,hfd_32,hfd_33,hfd_34,hfd_35,hfd_36,hfd_37,hfd_38,hfd_39,hfd_40,sampent_1,sampent_2,sampent_3,sampent_4,sampent_5,sampent_6,sampent_7,sampent_8,sampent_9,sampent_10,sampent_11,sampent_12,sampent_13,sampent_14,sampent_15,sampent_16,sampent_17,sampent_18,sampent_19,sampent_20,sampent_21,sampent_22,sampent_23,sampent_24,sampent_25,sampent_26,sampent_27,sampent_28,sampent_29,sampent_30,sampent_31,sampent_32,sampent_33,sampent_34,sampent_35,sampent_36,sampent_37,sampent_38,sampent_39,sampent_40
645.421802,1244.137107,1342.573257,1377.626642,1191.858023,916.585764,631.9445285,348.4726668,205.7153725,146.851702,101.2769845,66.4356895,42.43911,27.5485825,27070069.38,20156881.53,29678022.17,21954504.99,27765017.02,22421972.3,23572448.67,22952799.47,21870095.82,26424639.0,26978436.73,21287821.24,19933965.52,25442198.38,23470420.48,26525114.59,32203633.46,24338832.7,24625185.7,19981507.34,21822589.41,24726256.59,20865032.12,22676323.77,23719917.27,27927215.36,27282336.7,20486566.9,25284626.68,23888414.57,27201952.88,21927951.47,29361590.49,25960134.89,28696439.38,30098410.07,20481279.79,28237364.86,23450819.7,33021118.06,2430.181252,2191.485824,2662.202212,2552.122714,2767.062981,2210.477398,2428.275304,2518.131156,2329.513313,2516.097113,2668.604472,2137.043121,2359.8713,2699.086382,2077.510663,2401.546958,2755.161303,2227.593989,2629.395154,1780.570801,2214.993198,2264.511611,2268.091563,1939.19536,2420.406278,2450.436635,2577.514599,2292.932078,2444.717122,2503.303979,2875.313505,2123.957518,2507.229357,2400.900382,2633.186768,2660.479381,1683.129336,2491.640615,1917.765087,2696.002098,0.818674639,0.761689644,0.738429568,0.773342283,0.815316186,0.804931587,0.743922331,0.829672675,0.812386647,0.743315055,0.793451052,0.768923567,0.763616094,0.814180394,0.846473433,0.830759019,0.738017859,0.695104103,0.785012958,0.654857213,0.717377514,0.825098793,0.850544522,0.798233898,0.719428906,0.86904498,0.769594403,0.786370793,0.779459986,0.743400974,0.791653327,0.838840502,0.764217125,0.792493824,0.749156961,0.775299268,0.845512954,0.747599602,0.863036199,0.844138578,0.998340801,0.999343311,0.997531057,0.997680571,0.997955982,0.996716075,0.997648634,0.994933315,0.973992458,0.984378034,0.98844022,0.989282472,0.998275274,0.988440536,0.932985644,0.997962964,0.996854721,0.994385586,0.995455147,0.998798487,0.997900717,0.996533267,0.998421683,0.998415241,0.994174868,0.996732913,0.998672265,0.997961174,0.998115151,0.998624304,0.997519353,0.998532832,0.998933092,0.997581168,0.997931976,0.997896607,0.998414219,0.998609276,0.998887713,0.956411009,1.643082117,1.693788969,1.639226541,1.784266038,1.77271951,1.633757285,1.725927047,1.795541019,1.692248085,1.718675316,1.77066061,1.663879756,1.73758418,1.777838558,1.655117654,1.637999894,1.653260248,1.626335259,1.769979139,1.596813133,1.641017557,1.639306524,1.793419719,1.598061275,1.72046409,1.674513297,1.724981842,1.734283948,1.633750422,1.628358601,1.728531514,1.634446389,1.662001454,1.668568905,1.665717396,1.663325819,1.622466045,1.677573626,1.647993869,1.695638181,1.143876615,1.189035943,1.316888828,1.22457409,1.180977241,1.047861305,1.215263689,1.122344555,1.02085278,1.270660357,1.194538293,1.230396794,1.209732787,1.17011679,0.899801251,1.078789144,1.34336952,1.260129617,1.206917288,1.158759432,1.284484196,0.970952549,1.234250695,1.174332292,1.222060886,0.871145002,1.191576202,1.085073466,1.170746139,1.268561553,1.241446792,0.831088259,1.255299575,1.158906671,1.277339345,1.240664998,0.836394399,1.298104292,0.777170783,1.227534793
